,Animal Name,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,was_outcome_alive,Intake_Date_dt,Outcome_Date_dt,days_in_shelter
98,,CALICO DIL,WHITE,Female,2019-09-02,3.0,2020-02-02,INJURED  MODERATE,STRAY,OTC,,2020-02-02,"2300 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-02-02,2020-02-02,0 days
99,,ORG TABBY,,Male,2015-02-03,8.0,2020-02-03,INJURED  SEVERE,STRAY,FIELD,,2020-02-03,"2800 BLK CANAL AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-02-03,2020-02-03,0 days
100,*APRICOT,CALICO DIL,,Spayed,2019-06-05,3.0,2020-02-05,NORMAL,STRAY,OTC,,2020-02-16,"1400 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,1,2020-02-05,2020-02-16,11 days
101,,TORTIE,,Female,2019-02-07,4.0,2020-02-07,ILL SEVERE,STRAY,FIELD,,2020-02-07,"1900 BLK MAINE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,0,2020-02-07,2020-02-07,0 days
102,*MERLIN,BLACK,,Neutered,2019-09-09,3.0,2020-02-09,INJURED  MODERATE,STRAY,OTC,,2020-03-11,"5000 BLK PINE AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KITTYBUNGA,1,2020-02-09,2020-03-11,31 days
103,NORAIN,BLACK,,Spayed,2019-09-12,3.0,2020-02-12,NORMAL,STRAY,OTC,,2020-02-26,"200 BLK W 53RD ST, LONG BEACH CA 90805",LONG BEACH,ADOPTION,WALKIN,1,2020-02-12,2020-02-26,14 days
104,*NARNIA,BLACK,,Neutered,2018-02-12,5.0,2020-02-12,FRACTIOUS,STRAY,FIELD,,2020-03-19,"1100 BLK E DEL AMO BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-02-12,2020-03-19,36 days
105,*639999 GERTRUDE,BRN TABBY,WHITE,Spayed,2017-02-15,6.0,2020-02-15,FRACTIOUS,STRAY,FIELD,,2020-02-18,"3300 BLK GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-02-15,2020-02-18,3 days
106,,GRAY,WHITE,Male,2019-02-16,4.0,2020-02-16,ILL SEVERE,STRAY,FIELD,,2020-02-17,"4300 BLK FALCON AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,0,2020-02-16,2020-02-17,1 days
107,A640103,BRN TABBY,,Spayed,2019-02-17,4.0,2020-02-17,FRACTIOUS,STRAY,FIELD,,2020-02-25,"3300 GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-02-17,2020-02-25,8 days
108,KIMBERLY,BLACK,WHITE,Female,2017-02-19,6.0,2020-02-19,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-02-23,"100 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-02-19,2020-02-23,4 days
109,,BLACK,,Female,2019-12-20,3.0,2020-02-20,NORMAL,STRAY,OTC,,2020-02-21,"3800 BLK KAREN AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-02-20,2020-02-21,1 days
110,*JETT,BLACK,,Neutered,2018-02-23,5.0,2020-02-22,INJURED  SEVERE,STRAY,FIELD,,2020-03-26,"500 BLK SAINT LOUIS AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LITTLELION,1,2020-02-22,2020-03-26,33 days
111,MICHU,TRICOLOR,,Female,2019-02-22,4.0,2020-02-22,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-02-23,"2100 BLK W WARDLOW RD, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,1,2020-02-22,2020-02-23,1 days
112,,WHITE,ORANGE,Unknown,2020-02-23,3.0,2020-02-23,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2020-02-23,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-02-23,2020-02-23,0 days
113,,TORTIE,,Female,2017-02-26,6.0,2020-02-26,FRACTIOUS,STRAY,FIELD,,2020-02-26,"6900 BLK EASTONDALE AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,0,2020-02-26,2020-02-26,0 days
114,A640472,GRAY,WHITE,Neutered,2018-02-27,5.0,2020-02-27,NORMAL,STRAY,OTC,,2020-03-03,"1400 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-02-27,2020-03-03,5 days
115,,BROWN,,Unknown,2020-02-14,3.0,2020-02-28,UNDER AGE/WEIGHT,STRAY,OTC,,2020-02-28,"3400 BLK HALBRITE AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,CATPAWS,1,2020-02-28,2020-02-28,0 days
116,A640553,ORANGE,WHITE,Neutered,2017-03-01,6.0,2020-02-29,NORMAL,STRAY,OTC,,2020-03-05,"12300 BLK 176TH ST, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-02-29,2020-03-05,5 days
117,,BROWN,WHITE,Unknown,2020-02-23,3.0,2020-03-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-03-02,"300 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-01,2020-03-02,1 days
118,,BLACK,,Unknown,2020-02-23,3.0,2020-03-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-03-02,"300 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-01,2020-03-02,1 days
119,MAMA,BLACK,BROWN,Spayed,2019-09-05,3.0,2020-03-05,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2020-03-07,"4500 BLK MONTAIR AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,1,2020-03-05,2020-03-07,2 days
120,A640784,BRN TABBY,,Spayed,2019-09-06,3.0,2020-03-06,FRACTIOUS,STRAY,OTC,,2020-03-11,"6800 BLK BELHURST AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-03-06,2020-03-11,5 days
121,,BLACK,WHITE,Male,2020-03-04,3.0,2020-03-07,UNDER AGE/WEIGHT,STRAY,OTC,,2020-03-13,"6800 BLK HARBOR AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-07,2020-03-13,6 days
122,LUNA,BLACK,TORTIE,Spayed,2007-04-04,16.0,2020-03-08,NORMAL,OWNER SURRENDER,OTC,AFRAID,2020-03-25,"800 BLK BELMONT AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,1,2020-03-08,2020-03-25,17 days
123,,BLACK,WHITE,Female,2020-02-15,3.0,2020-03-12,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,TOO YOUNG,2020-03-12,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-12,2020-03-12,0 days
124,MONY,TORTIE,,Female,2018-09-14,4.0,2018-06-14,NORMAL,STRAY,OTC,,2018-06-22,"E 5TH ST / ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,1,2018-06-14,2018-06-22,8 days
125,*SKEETER,GRAY,WHITE,Neutered,2012-03-16,11.0,2020-03-16,INJURED  MODERATE,STRAY,FIELD,,2020-03-25,"1400 MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,1,2020-03-16,2020-03-25,9 days
126,*SOCKS,BLACK,WHITE,Spayed,2017-03-20,6.0,2020-03-20,INJURED  SEVERE,STRAY,FIELD,,2020-04-03,"1100 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-03-20,2020-04-03,14 days
127,A641366,BRN TABBY,,Spayed,,,2020-03-24,NORMAL,"TRAP, NEUTER, RETURN",,,2020-03-24,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,"TRAP, NEUTER, RELEASE",,1,2020-03-24,2020-03-24,0 days
128,SYLVIA,SEAL PT,,Female,2017-03-26,6.0,2020-03-27,FRACTIOUS,OWNER SURRENDER,OTC,BITES,2021-08-05,"3600 BLK E OCEAN BLVD, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,BEH SEVERE,0,2020-03-27,2021-08-05,496 days
129,,ORG TABBY,,Male,2017-03-26,6.0,2020-03-26,ILL MILD,STRAY,FIELD,,2020-04-02,"19000 CHRISTINA CIR, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,1,2020-03-26,2020-04-02,7 days
130,,BLACK,,Unknown,2019-03-27,4.0,2020-03-27,ILL SEVERE,STRAY,FIELD,,2020-03-27,"1800 BLK LOCUST AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,AT VET,0,2020-03-27,2020-03-27,0 days
131,,WHITE,,Unknown,2020-02-15,3.0,2020-04-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-04-02,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-04-01,2020-04-02,1 days
132,,BLACK,,Unknown,2020-03-23,3.0,2020-04-03,UNDER AGE/WEIGHT,STRAY,OTC,,2020-04-03,"3100 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-04-03,2020-04-03,0 days
133,,WHITE,,Male,2015-04-04,8.0,2020-04-04,INJURED  SEVERE,STRAY,FIELD,,2020-04-05,"6200 E PACIFIC COAST HWY, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,AT VET,0,2020-04-04,2020-04-05,1 days
134,,BLACK,,Male,2020-02-19,3.0,2020-03-25,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-03-25,"3500 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-25,2020-03-25,0 days
135,,BRN TABBY,,Female,2020-02-19,3.0,2020-03-25,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-03-25,"3500 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-03-25,2020-03-25,0 days
136,,BLACK,WHITE,Unknown,2020-04-04,3.0,2020-04-07,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-04-07,"6100 BLK E WARDLOW RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-04-07,2020-04-07,0 days
137,,BRN TABBY,WHITE,Male,,,2020-04-11,INJURED  SEVERE,STRAY,FIELD,,2020-04-11,"6200 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-04-11,2020-04-11,0 days
138,SOLA,ORG TABBY,WHITE,Spayed,2018-04-12,5.0,2020-04-12,NORMAL,STRAY,OTC,,2020-04-17,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,1,2020-04-12,2020-04-17,5 days
139,,TORTIE,,Female,2020-03-15,3.0,2020-04-15,UNDER AGE/WEIGHT,STRAY,OTC,,2020-04-15,"11600 BOS ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-04-15,2020-04-15,0 days
140,,BLACK,,Female,2020-03-10,3.0,2020-04-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-04-16,"12500 BLK BRYCE CIR, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,1,2020-04-16,2020-04-16,0 days
141,TOBY,WHITE,ORANGE,Male,2015-10-16,7.0,2020-04-16,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2021-02-25,"1300 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,1,2020-04-16,2021-02-25,315 days
142,*JEAN-LUC,LYNX PT,,Neutered,2020-03-11,3.0,2020-04-23,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-12,"200 BLK E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,1,2020-04-23,2020-05-12,19 days
143,*PLUMERIA,LYNX PT,,Female,2020-01-24,3.0,2020-04-24,NORMAL,STRAY,FIELD,,2020-04-29,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-04-24,2020-04-29,5 days
144,*SAGE,BRN TABBY,WHITE,Male,2020-01-24,3.0,2020-04-24,NORMAL,STRAY,FIELD,,2020-04-29,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-04-24,2020-04-29,5 days
145,*MAGNOLIA,BRN TABBY,WHITE,Female,2017-04-24,6.0,2020-04-24,NORMAL,STRAY,FIELD,,2020-04-29,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-04-24,2020-04-29,5 days
146,,SEAL PT,CREAM,Male,2015-04-25,8.0,2020-04-25,INJURED  SEVERE,STRAY,FIELD,,2020-04-26,"19600 BLK RAY CIR, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,0,2020-04-25,2020-04-26,1 days
147,,CALICO,,Female,2020-04-05,3.0,2020-04-26,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-04-26,"2100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-04-26,2020-04-26,0 days
148,,GRAY TABBY,,Unknown,2020-03-29,3.0,2020-04-29,NORMAL,STRAY,OTC,,2020-04-29,"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,CATPAWS,1,2020-04-29,2020-04-29,0 days
149,*BUBBLES,BLACK,,Neutered,2020-04-06,3.0,2020-05-01,NORMAL,STRAY,OTC,,2020-05-23,"5900 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-01,2020-05-23,22 days
150,*BUSTER,BLACK,,Male,2020-04-16,3.0,2020-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-17,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-04-30,2020-06-17,48 days
151,BENJI,BRN TABBY,,Male,2020-04-16,3.0,2020-04-30,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-13,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2020-04-30,2020-06-13,44 days
152,BENJI,BRN TABBY,,Male,2020-04-16,3.0,2020-06-02,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-13,"7000 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-02,2020-06-13,11 days
153,ZIGGY,WHITE,BLACK,Neutered,2017-05-03,6.0,2020-05-07,NORMAL,OWNER SURRENDER,OTC,,2020-05-27,"1400 BLK CEDAR AVE. LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,1,2020-05-07,2020-05-27,20 days
154,,BLACK,WHITE,Unknown,2020-04-09,3.0,2020-05-03,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-03,"2000 BLK CERRITOS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-03,2020-05-03,0 days
155,,GRAY TABBY,,Female,2020-04-05,3.0,2020-05-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-05,"16500 MARQUARDT AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,1,2020-05-05,2020-05-05,0 days
156,,BLACK,WHITE,Female,2020-04-05,3.0,2020-05-05,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-05,"16500 MARQUARDT AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,1,2020-05-05,2020-05-05,0 days
157,,GRAY,WHITE,Unknown,2020-05-05,3.0,2020-05-07,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-07,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,APAWSITIVE,1,2020-05-07,2020-05-07,0 days
158,,GRAY,WHITE,Unknown,2020-05-05,3.0,2020-05-07,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-07,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,APAWSITIVE,1,2020-05-07,2020-05-07,0 days
159,,BLACK,WHITE,Female,2020-04-16,3.0,2020-05-07,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-07,"6500 E ROSEBAY ST. LONG BEACH, CA 90808",LONG BEACH,RESCUE,SBACC,1,2020-05-07,2020-05-07,0 days
160,*KACIE,TORTIE,BLACK,Spayed,2018-05-07,5.0,2020-05-07,NORMAL,STRAY,OTC,,2020-05-20,"1500 E BAILEY WAY. LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-07,2020-05-20,13 days
161,OLIVE,BLACK,,Spayed,2018-05-08,5.0,2020-05-08,ILL MILD,STRAY,OTC,,2020-05-20,"2500 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,1,2020-05-08,2020-05-20,12 days
162,BITTY,BLACK,WHITE,Male,2017-11-09,5.0,2020-05-09,NORMAL,OWNER SURRENDER,OTC,ABANDON,2020-05-15,"5900 E LOS ARCOS ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,1,2020-05-09,2020-05-15,6 days
163,*OAT,WHITE,BLACK,Male,2020-04-13,3.0,2020-05-13,NORMAL,STRAY,OTC,,2020-05-13,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,1,2020-05-13,2020-05-13,0 days
164,*ALMOND,BLACK,WHITE,Female,2020-04-13,3.0,2020-05-13,NORMAL,STRAY,OTC,,2020-05-13,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,1,2020-05-13,2020-05-13,0 days
165,*MAUI,BLACK,WHITE,Neutered,2020-03-29,3.0,2020-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-22,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-13,2020-05-22,9 days
166,*FIJI,BLACK,WHITE,Neutered,2020-03-29,3.0,2020-05-13,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-22,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,1,2020-05-13,2020-05-22,9 days
167,,GRAY,,Male,2020-04-15,3.0,2020-05-15,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-15,"6800 BLK E MANTOVA ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,1,2020-05-15,2020-05-15,0 days
168,,BLK TABBY,WHITE,Unknown,2020-05-14,3.0,2020-05-15,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-16,"2600 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,MILTONSMUT,1,2020-05-15,2020-05-16,1 days
169,,BLACK,,Unknown,2020-05-13,3.0,2020-05-16,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-16,"1600 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,MILTONSMUT,1,2020-05-16,2020-05-16,0 days
170,,ORG TABBY,WHITE,Male,,,2020-05-16,INJURED  SEVERE,STRAY,FIELD,,2020-05-16,"2900 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-05-16,2020-05-16,0 days
171,,BLACK,,Unknown,2020-05-14,3.0,2020-05-16,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-16,"3800 BLK OCANA AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,SBACC,1,2020-05-16,2020-05-16,0 days
172,*PARMESAN,SNOWSHOE,,Neutered,2020-03-12,3.0,2020-05-23,NORMAL,STRAY,OTC,,2020-09-27,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,1,2020-05-23,2020-09-27,127 days
173,,GRAY TABBY,WHITE,Male,2020-05-12,3.0,2020-05-22,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-22,"6200 BLK BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,1,2020-05-22,2020-05-22,0 days
174,*KIWI,BRN TABBY,WHITE,Male,2020-03-30,3.0,2020-05-23,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-26,"6400 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-05-23,2020-05-26,3 days
175,*SCULLY,GRAY,,Female,2020-04-23,3.0,2020-05-23,ILL MODERATETE,STRAY,FIELD,,2020-05-29,"1200 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-23,2020-05-29,6 days
176,LA'I,BLACK,,Spayed,2020-04-23,3.0,2020-05-23,NORMAL,STRAY,OTC,,2020-05-24,"500 BLK PICO AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,,1,2020-05-23,2020-05-24,1 days
177,*CANTALOUPE,BLACK,WHITE,Spayed,2019-09-24,3.0,2020-05-24,FRACTIOUS,STRAY,TRAP,,2020-06-09,"1200 BLK BENNETT AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,1,2020-05-24,2020-06-09,16 days
178,,BRN TABBY,WHITE,Female,2020-05-04,3.0,2020-05-24,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-29,"1400 BLK SANTA FE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-24,2020-05-29,5 days
179,,BRN TABBY,,Female,2020-05-04,3.0,2020-05-25,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-05-25,"7600 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-25,2020-05-25,0 days
180,*AVOCADO,TORTIE DIL,,Female,2020-03-28,3.0,2020-05-28,NORMAL,STRAY,FIELD,,2020-05-30,"1500 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,APAWSITIVE,1,2020-05-28,2020-05-30,2 days
181,*PLUM,ORANGE,,Male,2020-03-28,3.0,2020-05-28,NORMAL,STRAY,FIELD,,2020-05-30,"1500 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,APAWSITIVE,1,2020-05-28,2020-05-30,2 days
182,,CRM TABBY,,Unknown,2020-05-28,2.0,2020-05-29,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-30,"7100 N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-29,2020-05-30,1 days
183,,TORTIE,,Unknown,2020-05-28,2.0,2020-05-29,UNDER AGE/WEIGHT,STRAY,OTC,,2020-05-30,"7100 N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,1,2020-05-29,2020-05-30,1 days
184,*SYLVESTER,BLACK,WHITE,Male,2020-03-31,3.0,2020-05-31,NORMAL,STRAY,FIELD,,2020-06-10,"5200 BLK E WALTON ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-05-31,2020-06-10,10 days
185,*CAPTAIN,ORG TABBY,,Male,2019-07-31,3.0,2020-05-31,NORMAL,OWNER SURRENDER,OTC,COST,2020-06-05,"600 BLK E LA REINA WAY, LONG BEACH CA 90813",LONG BEACH,TRANSFER,SPCALA,1,2020-05-31,2020-06-05,5 days
186,*CHARM,BRN TABBY,WHITE,Female,2020-05-03,3.0,2020-06-03,ILL MILD,STRAY,OTC,,2020-06-10,"5300 BLK E LA PASADA ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,1,2020-06-03,2020-06-10,7 days
187,*BUBBA GUMP,WHITE,ORANGE,Neutered,2020-04-04,3.0,2020-06-04,INJURED  MILD,STRAY,OTC,,2020-06-10,"6600 BLK OLIVE AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,1,2020-06-04,2020-06-10,6 days
188,,GRAY,WHITE,Female,2020-05-04,3.0,2020-06-04,UNDER AGE/WEIGHT,STRAY,OTC,,2020-06-05,"6700 BLK COACHELLA AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,1,2020-06-04,2020-06-05,1 days
189,,BROWN,BLACK,Male,2010-06-04,12.0,2020-06-04,ILL MILD,STRAY,OTC,,2020-06-04,"1300 BLK LOMA AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,INJ SEVERE,0,2020-06-04,2020-06-04,0 days
190,,TORTIE,WHITE,Female,2019-06-12,3.0,2020-06-12,NORMAL,STRAY,OTC,,2020-06-21,"4700 BLK HERSHOLT AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,1,2020-06-12,2020-06-21,9 days
191,,BLACK,,Male,2020-04-14,3.0,2020-06-14,ILL MODERATETE,STRAY,OTC,,2020-06-14,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-14,2020-06-14,0 days
192,,BLACK,,Unknown,2020-04-14,3.0,2020-06-14,ILL MODERATETE,STRAY,OTC,,2020-06-14,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-14,2020-06-14,0 days
193,,ORG TABBY,,Male,2020-05-08,3.0,2020-06-14,ILL MILD,STRAY,OTC,,2020-06-14,"1000 BLK E TERRACE DR, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,0,2020-06-14,2020-06-14,0 days
194,*CHEDDAR,WHITE,BLACK,Spayed,2020-03-16,3.0,2020-06-16,FRACTIOUS,STRAY,FIELD,,2020-06-26,"I-605 / KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,,1,2020-06-16,2020-06-26,10 days
195,,CHOCOLATE,WHITE,Male,2016-06-16,6.0,2020-06-16,ILL SEVERE,STRAY,FIELD,,2020-06-17,"1300 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,DIED,AT VET,0,2020-06-16,2020-06-17,1 days
196,,BLACK,,Female,2020-05-17,2.0,2020-06-17,UNDER AGE/WEIGHT,STRAY,TRAP,,2020-06-18,"6800 BLK SEPTIMO ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,1,2020-06-17,2020-06-18,1 days
