Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Age,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,intake_is_dead,outcome_is_dead,was_outcome_alive
A639384,,CAT,CALICO DIL,WHITE,Female,9/2/2019,3,2/2/2020,INJURED  MODERATE,STRAY,OTC,,2/2/2020,"2300 BLK LIME AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A639404,,CAT,ORG TABBY,,Male,2/3/2015,8,2/3/2020,INJURED  SEVERE,STRAY,FIELD,,2/3/2020,"2800 BLK CANAL AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A639482,*APRICOT,CAT,CALICO DIL,,Spayed,6/5/2019,3,2/5/2020,NORMAL,STRAY,OTC,,2/16/2020,"1400 BLK CEDAR AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639624,,CAT,TORTIE,,Female,2/7/2019,4,2/7/2020,ILL SEVERE,STRAY,FIELD,,2/7/2020,"1900 BLK MAINE AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A639742,*MERLIN,CAT,BLACK,,Neutered,9/9/2019,3,2/9/2020,INJURED  MODERATE,STRAY,OTC,,3/11/2020,"5000 BLK PINE AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,KITTYBUNGA,Alive on Intake,FALSE,1
A639835,NORAIN,CAT,BLACK,,Spayed,9/12/2019,3,2/12/2020,NORMAL,STRAY,OTC,,2/26/2020,"200 BLK W 53RD ST, LONG BEACH CA 90805",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A639839,*NARNIA,CAT,BLACK,,Neutered,2/12/2018,5,2/12/2020,FRACTIOUS,STRAY,FIELD,,3/19/2020,"1100 BLK E DEL AMO BLVD, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A639999,*639999 GERTRUDE,CAT,BRN TABBY,WHITE,Spayed,2/15/2017,6,2/15/2020,FRACTIOUS,STRAY,FIELD,,2/18/2020,"3300 BLK GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A640098,,CAT,GRAY,WHITE,Male,2/16/2019,4,2/16/2020,ILL SEVERE,STRAY,FIELD,,2/17/2020,"4300 BLK FALCON AVE, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A640103,A640103,CAT,BRN TABBY,,Spayed,2/17/2019,4,2/17/2020,FRACTIOUS,STRAY,FIELD,,2/25/2020,"3300 GUNDRY AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A640155,KIMBERLY,CAT,BLACK,WHITE,Female,2/19/2017,6,2/19/2020,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2/23/2020,"100 BLK E 49TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A640210,,CAT,BLACK,,Female,12/20/2019,3,2/20/2020,NORMAL,STRAY,OTC,,2/21/2020,"3800 BLK KAREN AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A640329,*JETT,CAT,BLACK,,Neutered,2/23/2018,5,2/22/2020,INJURED  SEVERE,STRAY,FIELD,,3/26/2020,"500 BLK SAINT LOUIS AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A640341,MICHU,CAT,TRICOLOR,,Female,2/22/2019,4,2/22/2020,NORMAL,OWNER SURRENDER,OTC,LANDLORD,2/23/2020,"2100 BLK W WARDLOW RD, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A640383,,CAT,WHITE,ORANGE,Unknown,2/23/2020,3,2/23/2020,UNDER AGE/WEIGHT,STRAY,BORN@SHELT,,2/23/2020,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A640453,,CAT,TORTIE,,Female,2/26/2017,6,2/26/2020,FRACTIOUS,STRAY,FIELD,,2/26/2020,"6900 BLK EASTONDALE AVE, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A640472,A640472,CAT,GRAY,WHITE,Neutered,2/27/2018,5,2/27/2020,NORMAL,STRAY,OTC,,3/3/2020,"1400 BLK MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A640520,,CAT,BROWN,,Unknown,2/14/2020,3,2/28/2020,UNDER AGE/WEIGHT,STRAY,OTC,,2/28/2020,"3400 BLK HALBRITE AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A640553,A640553,CAT,ORANGE,WHITE,Neutered,3/1/2017,6,2/29/2020,NORMAL,STRAY,OTC,,3/5/2020,"12300 BLK 176TH ST, CERRITOS, CA 90703",CERRITOS,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A640609,,CAT,BROWN,WHITE,Unknown,2/23/2020,3,3/1/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,3/2/2020,"300 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A640611,,CAT,BLACK,,Unknown,2/23/2020,3,3/1/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,3/2/2020,"300 BLK W 7TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A640716,MAMA,CAT,BLACK,BROWN,Spayed,9/5/2019,3,3/5/2020,NORMAL,OWNER SURRENDER,OTC,LANDLORD,3/7/2020,"4500 BLK MONTAIR AVE, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,Alive on Intake,FALSE,1
A640784,A640784,CAT,BRN TABBY,,Spayed,9/6/2019,3,3/6/2020,FRACTIOUS,STRAY,OTC,,3/11/2020,"6800 BLK BELHURST AVE, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A640813,,CAT,BLACK,WHITE,Male,3/4/2020,3,3/7/2020,UNDER AGE/WEIGHT,STRAY,OTC,,3/13/2020,"6800 BLK HARBOR AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A640874,LUNA,CAT,BLACK,TORTIE,Spayed,4/4/2007,16,3/8/2020,NORMAL,OWNER SURRENDER,OTC,AFRAID,3/25/2020,"800 BLK BELMONT AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A641012,,CAT,BLACK,WHITE,Female,2/15/2020,3,3/12/2020,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,TOO YOUNG,3/12/2020,"1400 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A641096,MONY,CAT,TORTIE,,Female,9/14/2018,4,6/14/2018,NORMAL,STRAY,OTC,,6/22/2018,"E 5TH ST / ELM AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,SPCALA,Alive on Intake,FALSE,1
A641145,*SKEETER,CAT,GRAY,WHITE,Neutered,3/16/2012,11,3/16/2020,INJURED  MODERATE,STRAY,FIELD,,3/25/2020,"1400 MOLINO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A641228,*SOCKS,CAT,BLACK,WHITE,Spayed,3/20/2017,6,3/20/2020,INJURED  SEVERE,STRAY,FIELD,,4/3/2020,"1100 BLK E HARDING ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A641366,A641366,CAT,BRN TABBY,,Spayed,,,3/24/2020,NORMAL,"TRAP, NEUTER, RETURN",,,3/24/2020,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,"TRAP, NEUTER, RELEASE",,Alive on Intake,FALSE,1
A641413,SYLVIA,CAT,SEAL PT,,Female,3/26/2017,6,3/27/2020,FRACTIOUS,OWNER SURRENDER,OTC,BITES,8/5/2021,"3600 BLK E OCEAN BLVD, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,BEH SEVERE,Alive on Intake,TRUE,0
A641425,,CAT,ORG TABBY,,Male,3/26/2017,6,3/26/2020,ILL MILD,STRAY,FIELD,,4/2/2020,"19000 CHRISTINA CIR, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A641479,,CAT,BLACK,,Unknown,3/27/2019,4,3/27/2020,ILL SEVERE,STRAY,FIELD,,3/27/2020,"1800 BLK LOCUST AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A641595,,CAT,WHITE,,Unknown,2/15/2020,3,4/1/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,4/2/2020,"800 BLK E PACIFIC COAST HWY, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A641631,,CAT,BLACK,,Unknown,3/23/2020,3,4/3/2020,UNDER AGE/WEIGHT,STRAY,OTC,,4/3/2020,"3100 ATLANTIC AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A641662,,CAT,WHITE,,Male,4/4/2015,8,4/4/2020,INJURED  SEVERE,STRAY,FIELD,,4/5/2020,"6200 E PACIFIC COAST HWY, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,AT VET,Alive on Intake,TRUE,0
A641742,,CAT,BLACK,,Male,2/19/2020,3,3/25/2020,UNDER AGE/WEIGHT,STRAY,TRAP,,3/25/2020,"3500 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A641747,,CAT,BRN TABBY,,Female,2/19/2020,3,3/25/2020,UNDER AGE/WEIGHT,STRAY,TRAP,,3/25/2020,"3500 SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A641750,,CAT,BLACK,WHITE,Unknown,4/4/2020,3,4/7/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,4/7/2020,"6100 BLK E WARDLOW RD, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A641818,,CAT,BRN TABBY,WHITE,Male,,,4/11/2020,INJURED  SEVERE,STRAY,FIELD,,4/11/2020,"6200 BLK N PARAMOUNT BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A641857,SOLA,CAT,ORG TABBY,WHITE,Spayed,4/12/2018,5,4/12/2020,NORMAL,STRAY,OTC,,4/17/2020,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLELION,Alive on Intake,FALSE,1
A641909,,CAT,TORTIE,,Female,3/15/2020,3,4/15/2020,UNDER AGE/WEIGHT,STRAY,OTC,,4/15/2020,"11600 BOS ST, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A641939,,CAT,BLACK,,Female,3/10/2020,3,4/16/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,4/16/2020,"12500 BLK BRYCE CIR, CERRITOS, CA 90703",CERRITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A641942,TOBY,CAT,WHITE,ORANGE,Male,10/16/2015,7,4/16/2020,NORMAL,OWNER SURRENDER,OTC,ALLERGIC,2/25/2021,"1300 BLK CHESTNUT AVE, LONG BEACH, CA 90813",LONG BEACH,HOMEFIRST,,Alive on Intake,FALSE,1
A642107,*JEAN-LUC,CAT,LYNX PT,,Neutered,3/11/2020,3,4/23/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/12/2020,"200 BLK E 20TH ST, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A642114,*PLUMERIA,CAT,LYNX PT,,Female,1/24/2020,3,4/24/2020,NORMAL,STRAY,FIELD,,4/29/2020,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642120,*SAGE,CAT,BRN TABBY,WHITE,Male,1/24/2020,3,4/24/2020,NORMAL,STRAY,FIELD,,4/29/2020,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642122,*MAGNOLIA,CAT,BRN TABBY,WHITE,Female,4/24/2017,6,4/24/2020,NORMAL,STRAY,FIELD,,4/29/2020,"100 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A642147,,CAT,SEAL PT,CREAM,Male,4/25/2015,8,4/25/2020,INJURED  SEVERE,STRAY,FIELD,,4/26/2020,"19600 BLK RAY CIR, CERRITOS, CA 90703",CERRITOS,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A642184,,CAT,CALICO,,Female,4/5/2020,3,4/26/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,4/26/2020,"2100 BLK E ANAHEIM ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A642246,,CAT,GRAY TABBY,,Unknown,3/29/2020,3,4/29/2020,NORMAL,STRAY,OTC,,4/29/2020,"4100 BLK KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A642260,*BUBBLES,CAT,BLACK,,Neutered,4/6/2020,3,5/1/2020,NORMAL,STRAY,OTC,,5/23/2020,"5900 BLK LEMON AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642284,*BUSTER,CAT,BLACK,,Male,4/16/2020,3,4/30/2020,UNDER AGE/WEIGHT,STRAY,OTC,,6/17/2020,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A642287,BENJI,CAT,BRN TABBY,,Male,4/16/2020,3,4/30/2020,UNDER AGE/WEIGHT,STRAY,OTC,,6/13/2020,"2300 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642287,BENJI,CAT,BRN TABBY,,Male,4/16/2020,3,6/2/2020,UNDER AGE/WEIGHT,STRAY,OTC,,6/13/2020,"7000 BLK E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642363,ZIGGY,CAT,WHITE,BLACK,Neutered,5/3/2017,6,5/7/2020,NORMAL,OWNER SURRENDER,OTC,,5/27/2020,"1400 BLK CEDAR AVE. LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,Alive on Intake,FALSE,1
A642376,,CAT,BLACK,WHITE,Unknown,4/9/2020,3,5/3/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/3/2020,"2000 BLK CERRITOS AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A642407,,CAT,GRAY TABBY,,Female,4/5/2020,3,5/5/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/5/2020,"16500 MARQUARDT AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A642409,,CAT,BLACK,WHITE,Female,4/5/2020,3,5/5/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/5/2020,"16500 MARQUARDT AVE, CERRITOS, CA 90703",CERRITOS,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A642463,,CAT,GRAY,WHITE,Unknown,5/5/2020,3,5/7/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/7/2020,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,APAWSITIVE,Alive on Intake,FALSE,1
A642464,,CAT,GRAY,WHITE,Unknown,5/5/2020,3,5/7/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/7/2020,"7700 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,APAWSITIVE,Alive on Intake,FALSE,1
A642474,,CAT,BLACK,WHITE,Female,4/16/2020,3,5/7/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/7/2020,"6500 E ROSEBAY ST. LONG BEACH, CA 90808",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A642478,*KACIE,CAT,TORTIE,BLACK,Spayed,5/7/2018,5,5/7/2020,NORMAL,STRAY,OTC,,5/20/2020,"1500 E BAILEY WAY. LONG BEACH, CA 90813",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642513,OLIVE,CAT,BLACK,,Spayed,5/8/2018,5,5/8/2020,ILL MILD,STRAY,OTC,,5/20/2020,"2500 BLK N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,ADOPTION,PFE/PAWSHP,Alive on Intake,FALSE,1
A642535,BITTY,CAT,BLACK,WHITE,Male,11/9/2017,5,5/9/2020,NORMAL,OWNER SURRENDER,OTC,ABANDON,5/15/2020,"5900 E LOS ARCOS ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A642645,*OAT,CAT,WHITE,BLACK,Male,4/13/2020,3,5/13/2020,NORMAL,STRAY,OTC,,5/13/2020,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A642646,*ALMOND,CAT,BLACK,WHITE,Female,4/13/2020,3,5/13/2020,NORMAL,STRAY,OTC,,5/13/2020,"2000 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A642667,*MAUI,CAT,BLACK,WHITE,Neutered,3/29/2020,3,5/13/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/22/2020,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642668,*FIJI,CAT,BLACK,WHITE,Neutered,3/29/2020,3,5/13/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/22/2020,"1300 BLK E WESLEY DR, LONG BEACH, CA 90806",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A642733,,CAT,GRAY,,Male,4/15/2020,3,5/15/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/15/2020,"6800 BLK E MANTOVA ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A642751,,CAT,BLK TABBY,WHITE,Unknown,5/14/2020,3,5/15/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/16/2020,"2600 BLK ADRIATIC AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,MILTONSMUT,Alive on Intake,FALSE,1
A642780,,CAT,BLACK,,Unknown,5/13/2020,3,5/16/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/16/2020,"1600 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,MILTONSMUT,Alive on Intake,FALSE,1
A642806,,CAT,ORG TABBY,WHITE,Male,,,5/16/2020,INJURED  SEVERE,STRAY,FIELD,,5/16/2020,"2900 BLK CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A642807,,CAT,BLACK,,Unknown,5/14/2020,3,5/16/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/16/2020,"3800 BLK OCANA AVE, LONG BEACH, CA 90808",LONG BEACH,RESCUE,SBACC,Alive on Intake,FALSE,1
A642900,*PARMESAN,CAT,SNOWSHOE,,Neutered,3/12/2020,3,5/23/2020,NORMAL,STRAY,OTC,,9/27/2020,"2400 BLK E SPAULDING ST, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A642963,,CAT,GRAY TABBY,WHITE,Male,5/12/2020,3,5/22/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/22/2020,"6200 BLK BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A642992,*KIWI,CAT,BRN TABBY,WHITE,Male,3/30/2020,3,5/23/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/26/2020,"6400 ATLANTIC AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A642994,*SCULLY,CAT,GRAY,,Female,4/23/2020,3,5/23/2020,ILL MODERATETE,STRAY,FIELD,,5/29/2020,"1200 BLK ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A643001,LA'I,CAT,BLACK,,Spayed,4/23/2020,3,5/23/2020,NORMAL,STRAY,OTC,,5/24/2020,"500 BLK PICO AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,,Alive on Intake,FALSE,1
A643021,*CANTALOUPE,CAT,BLACK,WHITE,Spayed,9/24/2019,3,5/24/2020,FRACTIOUS,STRAY,TRAP,,6/9/2020,"1200 BLK BENNETT AVE, LONG BEACH, CA 90804",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,Alive on Intake,FALSE,1
A643072,,CAT,BRN TABBY,WHITE,Female,5/4/2020,3,5/24/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/29/2020,"1400 BLK SANTA FE AVE, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A643100,,CAT,BRN TABBY,,Female,5/4/2020,3,5/25/2020,UNDER AGE/WEIGHT,STRAY,FIELD,,5/25/2020,"7600 E SPRING ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A643200,*AVOCADO,CAT,TORTIE DIL,,Female,3/28/2020,3,5/28/2020,NORMAL,STRAY,FIELD,,5/30/2020,"1500 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,APAWSITIVE,Alive on Intake,FALSE,1
A643202,*PLUM,CAT,ORANGE,,Male,3/28/2020,3,5/28/2020,NORMAL,STRAY,FIELD,,5/30/2020,"1500 BLK E 10TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,APAWSITIVE,Alive on Intake,FALSE,1
A643255,,CAT,CRM TABBY,,Unknown,5/28/2020,2,5/29/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/30/2020,"7100 N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A643258,,CAT,TORTIE,,Unknown,5/28/2020,2,5/29/2020,UNDER AGE/WEIGHT,STRAY,OTC,,5/30/2020,"7100 N ATLANTIC PL, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LITTLEPAWS,Alive on Intake,FALSE,1
A643327,*SYLVESTER,CAT,BLACK,WHITE,Male,3/31/2020,3,5/31/2020,NORMAL,STRAY,FIELD,,6/10/2020,"5200 BLK E WALTON ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A643336,*CAPTAIN,CAT,ORG TABBY,,Male,7/31/2019,3,5/31/2020,NORMAL,OWNER SURRENDER,OTC,COST,6/5/2020,"600 BLK E LA REINA WAY, LONG BEACH CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A643433,*CHARM,CAT,BRN TABBY,WHITE,Female,5/3/2020,3,6/3/2020,ILL MILD,STRAY,OTC,,6/10/2020,"5300 BLK E LA PASADA ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,FNDANIFOUN,Alive on Intake,FALSE,1
A643475,*BUBBA GUMP,CAT,WHITE,ORANGE,Neutered,4/4/2020,3,6/4/2020,INJURED  MILD,STRAY,OTC,,6/10/2020,"6600 BLK OLIVE AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A643480,,CAT,GRAY,WHITE,Female,5/4/2020,3,6/4/2020,UNDER AGE/WEIGHT,STRAY,OTC,,6/5/2020,"6700 BLK COACHELLA AVE, LONG BEACH, CA 90805",LONG BEACH,FOSTER TO ADOPT,,Alive on Intake,FALSE,1
A643484,,CAT,BROWN,BLACK,Male,6/4/2010,12,6/4/2020,ILL MILD,STRAY,OTC,,6/4/2020,"1300 BLK LOMA AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,INJ SEVERE,Alive on Intake,TRUE,0
A643752,,CAT,TORTIE,WHITE,Female,6/12/2019,3,6/12/2020,NORMAL,STRAY,OTC,,6/21/2020,"4700 BLK HERSHOLT AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
A643868,,CAT,BLACK,,Male,4/14/2020,3,6/14/2020,ILL MODERATETE,STRAY,OTC,,6/14/2020,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A643869,,CAT,BLACK,,Unknown,4/14/2020,3,6/14/2020,ILL MODERATETE,STRAY,OTC,,6/14/2020,"900 BLK HOFFMAN AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A643880,,CAT,ORG TABBY,,Male,5/8/2020,3,6/14/2020,ILL MILD,STRAY,OTC,,6/14/2020,"1000 BLK E TERRACE DR, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,Alive on Intake,TRUE,0
A643928,*CHEDDAR,CAT,WHITE,BLACK,Spayed,3/16/2020,3,6/16/2020,FRACTIOUS,STRAY,FIELD,,6/26/2020,"I-605 / KATELLA AVE, LOS ALAMITOS, CA 90720",LOS ALAMITOS,ADOPTION,,Alive on Intake,FALSE,1
A643947,,CAT,CHOCOLATE,WHITE,Male,6/16/2016,6,6/16/2020,ILL SEVERE,STRAY,FIELD,,6/17/2020,"1300 E 23RD ST, SIGNAL HILL, CA 90755",SIGNAL HILL,DIED,AT VET,Alive on Intake,TRUE,0
A643975,,CAT,BLACK,,Female,5/17/2020,2,6/17/2020,UNDER AGE/WEIGHT,STRAY,TRAP,,6/18/2020,"6800 BLK SEPTIMO ST, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,Alive on Intake,FALSE,1
A643977,FRITZY,CAT,BLACK,WHITE,Neutered,6/17/2018,4,6/17/2020,NORMAL,WELFARE SEIZED,OWNER DIED,,7/7/2020,"1100 ATLANTIC AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,Alive on Intake,FALSE,1
